"date","store_nbr","sales","onpromotion","transaction","Holiday"
2013-02-27,44,16250.759,0,118635,NA
2013-02-27,45,13822.325,0,98538,NA
2013-02-27,47,13538.976,0,103653,NA
2013-02-27,49,7423.153,0,54252,NA
2013-02-28,3,12014.85797,0,89958,NA
2013-02-28,44,14857.52002,0,113058,NA
2013-02-28,45,12581.552,0,98340,NA
2013-02-28,47,12668.798,0,102498,NA
2013-02-28,49,6425.474,0,49764,NA
2013-03-01,3,17598.968,0,104412,NA
2013-03-01,44,22270.176,0,134475,NA
2013-03-01,45,19218.659,0,115863,NA
2013-03-01,47,17848.338,0,117117,NA
2013-03-01,49,10071.763,0,63624,NA
2013-03-02,3,25201.60405,0,124971,NA
2013-03-02,44,32798.856,0,161403,NA
2013-03-02,45,31865.107,0,154077,NA
2013-03-02,47,28711.706,0,163614,NA
2013-03-02,49,15534.261004,0,88110,NA
2013-03-03,3,25442.862,0,117315,NA
2013-03-03,44,38181.899,0,167145,NA
2013-03-03,45,35133.778,0,151602,NA
2013-03-03,47,33821.73597,0,165660,NA
2013-03-03,49,16929.827,0,88968,NA
2013-03-04,3,17137.271,0,97878,NA
2013-03-04,44,20911.8,0,126159,NA
2013-03-04,45,19411.634,0,108438,NA
2013-03-04,47,18473.448,0,121077,NA
2013-03-04,49,10185.249,0,59136,NA
2013-03-05,3,15647.775,0,92400,NA
2013-03-05,44,21365.32598,0,118206,NA
2013-03-05,45,15989.54803,0,103356,NA
2013-03-05,47,14543.05504,0,112662,NA
2013-03-05,49,8651.714,0,56067,NA
2013-03-06,3,16276.379,0,99858,NA
2013-03-06,44,21711.109,0,135465,NA
2013-03-06,45,16297.272,0,112233,NA
2013-03-06,47,16192.763,0,117282,NA
2013-03-06,49,9435.342995,0,58641,NA
2013-03-07,3,13284.286,0,93951,NA
2013-03-07,44,15394.973,0,117183,NA
2013-03-07,45,13349.63798,0,100353,NA
2013-03-07,47,12152.94999,0,105963,NA
2013-03-07,49,7511.626,0,56628,NA
2013-03-08,3,14443.62797,0,100155,NA
2013-03-08,44,26132.241,0,131934,NA
2013-03-08,45,15446.36799,0,114972,NA
2013-03-08,47,14600.440976,0,116028,NA
2013-03-08,49,8599.76001,0,64218,NA
2013-03-09,3,20765.72497,0,118800,NA
2013-03-09,44,29951.63497,0,159918,NA
2013-03-09,45,25718.636,0,141603,NA
2013-03-09,47,23879.883,0,153252,NA
2013-03-09,49,13018.401976,0,83655,NA
2013-03-10,3,21572.154,0,114114,NA
2013-03-10,44,30386.64104,0,156948,NA
2013-03-10,45,27671.00102,0,144342,NA
2013-03-10,47,27599.905,0,161139,NA
2013-03-10,49,14453.913,0,83589,NA
2013-03-11,3,14867.40602,0,95370,NA
2013-03-11,44,17089.015,0,119658,NA
2013-03-11,45,14447.95302,0,102795,NA
2013-03-11,47,13561.84599,0,107547,NA
2013-03-11,49,8623.637,0,55638,NA
2013-03-12,3,13143.80198,0,89166,NA
2013-03-12,44,15752.124,0,111408,NA
2013-03-12,45,11503.942,0,89991,NA
2013-03-12,47,12337.714,0,99000,NA
2013-03-12,49,6847.802,0,49896,NA
2013-03-13,3,14336.68798,0,97746,NA
2013-03-13,44,19609.154,0,125367,NA
2013-03-13,45,13618.1,0,99528,NA
2013-03-13,47,13499.3,0,104214,NA
2013-03-13,49,7637.277,0,54384,NA
2013-03-14,3,12029.342,0,86790,NA
2013-03-14,44,13119.797,0,108108,NA
2013-03-14,45,10421.299,0,89496,NA
2013-03-14,47,10877.568,0,97152,NA
2013-03-14,49,6220.038,0,50292,NA
2013-03-15,3,14605.414,0,101772,NA
2013-03-15,44,18609.6001,0,123156,NA
2013-03-15,45,16639.139,0,111870,NA
2013-03-15,47,14525,0,112365,NA
2013-03-15,49,9079.90601,0,62832,NA
2013-03-16,3,22135.609,0,112068,NA
2013-03-16,44,30441.078,0,157938,NA
2013-03-16,45,27803.26802,0,142164,NA
2013-03-16,47,25658.224,0,152955,NA
2013-03-16,49,14910.322,0,83094,NA
2013-03-17,3,25504.672,0,112629,NA
2013-03-17,44,34892.567,0,166221,NA
2013-03-17,45,31246.012,0,148830,NA
2013-03-17,47,31246.901,0,163119,NA
2013-03-17,49,16662.281,0,82731,NA
2013-03-18,3,14177.855,0,88539,NA
2013-03-18,44,18203.304,0,117348,NA
2013-03-18,45,15847.76399,0,104874,NA
2013-03-18,47,14958.35701,0,104874,NA
2013-03-18,49,8844.224,0,53724,NA
2013-03-19,3,13980.585965,0,89628,NA
2013-03-19,44,15874.449,0,113223,NA
2013-03-19,45,11907.689,0,95205,NA
2013-03-19,47,13247.078,0,102762,NA
2013-03-19,49,7393.319,0,50886,NA
2013-03-20,3,16186.038004,0,100023,NA
2013-03-20,44,19657.66,0,125598,NA
2013-03-20,45,14694.87897,0,104940,NA
2013-03-20,47,14741.522,0,108339,NA
2013-03-20,49,8338.51,0,53064,NA
2013-03-21,3,13914.969,0,87516,NA
2013-03-21,44,14880.33397,0,111375,NA
2013-03-21,45,11488.204,0,94281,NA
2013-03-21,47,12623.306,0,102234,NA
2013-03-21,49,6703.562,0,54351,NA
2013-03-22,3,14036.869,0,94578,NA
2013-03-22,44,18411.19799,0,126258,NA
2013-03-22,45,15327.01297,0,102828,NA
2013-03-22,47,13493.086,0,105204,NA
2013-03-22,49,9265.654,0,61974,NA
2013-03-23,3,20366.3,0,119097,NA
2013-03-23,44,31889.787,0,164076,NA
2013-03-23,45,25695.60603,0,141504,NA
2013-03-23,47,23985.925,0,150843,NA
2013-03-23,49,13006.994998,0,81477,NA
2013-03-24,3,20842.326,0,110484,NA
2013-03-24,44,29504.92494,0,148005,NA
2013-03-24,45,26810.578,0,140085,NA
2013-03-24,47,26462.753995,0,144309,NA
2013-03-24,49,14836.546005,0,79596,NA
2013-03-25,3,14628.468,0,90948,NA
2013-03-25,44,17026.287,0,116589,NA
2013-03-25,45,15123.634,0,100683,NA
2013-03-25,47,15652.642,0,104874,NA
2013-03-25,49,8108.469,0,52338,NA
2013-03-26,3,12656.42198,0,89661,NA
2013-03-26,44,11090.212,0,90948,NA
2013-03-26,45,11664.67998,0,90849,NA
2013-03-26,47,11917.54897,0,96129,NA
2013-03-26,49,7042.336,0,51414,NA
2013-03-27,3,15543.20399,0,103455,NA
2013-03-27,44,20180.98101,0,137280,NA
2013-03-27,45,15806.973,0,103587,NA
2013-03-27,47,14625.84202,0,112827,NA
2013-03-27,49,9045.565,0,58212,NA
2013-03-28,3,14363.871,0,109494,NA
2013-03-28,44,17541.689,0,134970,NA
2013-03-28,45,16503.83097,0,119592,NA
2013-03-28,47,14289.83502,0,125334,NA
2013-03-28,49,9043.16899,0,64878,NA
2013-03-29,3,16425.77997,0,100254,NA
2013-03-29,44,21393.413,0,128865,NA
2013-03-29,45,18067.577,0,123651,NA
2013-03-29,47,19097.75702,0,129723,NA
2013-03-29,49,11565.53701,0,73854,NA
2013-03-30,3,19455.41102,0,113850,NA
2013-03-30,44,25750.003,0,137874,NA
2013-03-30,45,27068.777,0,146586,NA
2013-03-30,47,25226.561,0,150183,NA
2013-03-30,49,13433.51602,0,84447,NA
2013-03-31,3,21114.53998,0,107184,NA
2013-03-31,44,27281.635,0,140547,NA
2013-03-31,45,29796.077,0,141603,NA
2013-03-31,47,29001.1839,0,149028,NA
2013-03-31,49,14003.063,0,79794,NA
2013-04-01,3,19298.01802,0,101442,NA
2013-04-01,44,23812.062,0,125796,NA
2013-04-01,45,21730.85397,0,119592,NA
2013-04-01,47,20527.735,0,117348,NA
2013-04-01,49,12467.782,0,63096,NA
2013-04-02,3,17077.403,0,97383,NA
2013-04-02,44,18911.76104,0,119130,NA
2013-04-02,45,17477.883,0,108174,NA
2013-04-02,47,17184.569998,0,110022,NA
2013-04-02,49,9552.331,0,58146,NA
2013-04-03,3,17677.965,0,105963,NA
2013-04-03,44,22686.992,0,138996,NA
2013-04-03,45,17852.577,0,111507,NA
2013-04-03,47,17115.29798,0,117579,NA
2013-04-03,49,10471.2,0,60621,NA
2013-04-04,3,14328.752,0,87813,NA
2013-04-04,44,16437.74098,0,114081,NA
2013-04-04,45,12914.47902,0,96426,NA
2013-04-04,47,12370.09501,0,104478,NA
2013-04-04,49,7184.714,0,56562,NA
2013-04-05,3,15826.167,0,98340,NA
2013-04-05,44,19861.856,0,125928,NA
2013-04-05,45,16918.267,0,111342,NA
2013-04-05,47,16088.16603,0,114411,NA
2013-04-05,49,9847.301,0,62799,NA
2013-04-06,3,23716.421,0,120945,NA
2013-04-06,44,34105.411,0,166551,NA
2013-04-06,45,28669.937,0,147279,NA
2013-04-06,47,26266.859,0,158565,NA
2013-04-06,49,14800.428,0,87285,NA
2013-04-07,3,25388.429,0,113718,NA
2013-04-07,44,35847.16896,0,160281,NA
2013-04-07,45,32541.209894,0,147180,NA
2013-04-07,47,28315.6801,0,158235,NA
2013-04-07,49,16342.452,0,85536,NA
2013-04-08,3,15818.938,0,94347,NA
2013-04-08,44,19095.92498,0,118635,NA
2013-04-08,45,16559.571,0,104346,NA
2013-04-08,47,16690.57,0,114774,NA
2013-04-08,49,8901.814,0,55374,NA
2013-04-09,3,14329.907,0,89166,NA
2013-04-09,44,15986.89,0,112761,NA
2013-04-09,45,11566.13102,0,92565,NA
2013-04-09,47,13064.032,0,99099,NA
2013-04-09,49,7481.717,0,56331,NA
2013-04-10,3,14961.938004,0,97515,NA
2013-04-10,44,18763.54098,0,132264,NA
2013-04-10,45,14858.298,0,104511,NA
2013-04-10,47,14165.762,0,110385,NA
2013-04-10,49,8304.07401,0,56661,NA
2013-04-11,3,12075.18098,0,85899,NA
2013-04-11,44,25121.68502,0,115137,NA
2013-04-11,45,12393.56197,0,97119,NA
2013-04-11,47,12334.776,0,105501,NA
2013-04-11,49,7392.267,0,57519,NA
2013-04-12,3,14360.406,0,98439,NA
2013-04-12,44,17896.815,0,129624,NA
2013-04-12,45,15674.185,0,113817,NA
2013-04-12,47,14634.28,0,112695,NA
2013-04-12,49,9537.767,0,65835,NA
2013-04-13,3,20693.281,0,117348,NA
2013-04-13,44,28717.04396,0,159819,NA
2013-04-13,45,24769.227,0,142428,NA
2013-04-13,47,24191.83,0,158730,NA
2013-04-13,49,12786.36803,0,81048,NA
2013-04-14,3,22281.93498,0,116457,NA
2013-04-14,44,30727.966,0,156585,NA
2013-04-14,45,28939.471,0,144672,NA
2013-04-14,47,30093.014,0,159126,NA
2013-04-14,49,14883.547,0,82665,NA
2013-04-15,3,16017.614,0,96624,NA
2013-04-15,44,17175.006,0,115467,NA
2013-04-15,45,16770.05803,0,112167,NA
2013-04-15,47,15457.56,0,115962,NA
2013-04-15,49,10153.832,0,60225,NA
2013-04-16,3,15628.481,0,92829,NA
2013-04-16,44,18734.07102,0,115368,NA
2013-04-16,45,16822.863,0,103290,NA
2013-04-16,47,14457.714,0,100518,NA
2013-04-16,49,10224.884,0,58047,NA
2013-04-17,3,15794.084,0,99891,NA
2013-04-17,44,20281.665,0,130482,NA
2013-04-17,45,16325.617,0,109362,NA
2013-04-17,47,14519.504,0,105072,NA
2013-04-17,49,8932.12401,0,60687,NA
2013-04-18,3,12590.073,0,83391,NA
2013-04-18,44,14613.58798,0,109428,NA
2013-04-18,45,11486.097,0,94545,NA
2013-04-18,47,10672.537,0,94281,NA
2013-04-18,49,7227.872,0,57519,NA
2013-04-19,3,14395.364,0,97680,NA
2013-04-19,44,18418.77102,0,117414,NA
2013-04-19,45,15938.479,0,108240,NA
2013-04-19,47,13873.88498,0,104511,NA
2013-04-19,49,8623.12301,0,61281,NA
2013-04-20,3,21155.43104,0,118041,NA
2013-04-20,44,31940.41297,0,166716,NA
2013-04-20,45,24946.01403,0,142362,NA
2013-04-20,47,21651.381,0,145629,NA
2013-04-20,49,13523.772,0,84018,NA
2013-04-21,3,23574.536,0,111837,NA
2013-04-21,44,34169.373,0,161865,NA
2013-04-21,45,29890.33,0,151569,NA
2013-04-21,47,27412.49799,0,160314,NA
2013-04-21,49,15631.39102,0,85800,NA
2013-04-22,3,15323.494,0,96525,NA
2013-04-22,44,17595.709,0,116523,NA
2013-04-22,45,16395.014,0,106260,NA
2013-04-22,47,14316.523,0,104313,NA
2013-04-22,49,9217.073,0,60060,NA
2013-04-23,3,13149.81797,0,92235,NA
2013-04-23,44,19494.95396,0,113256,NA
2013-04-23,45,12447.175,0,94347,NA
2013-04-23,47,12832.83902,0,97647,NA
2013-04-23,49,7499.53502,0,52866,NA
2013-04-24,3,14885.812,0,101871,NA
2013-04-24,44,21656.471996,0,130350,NA
2013-04-24,45,15059.85397,0,102531,NA
2013-04-24,47,13970.819,0,103785,NA
2013-04-24,49,9140.014983,0,58707,NA
2013-04-25,3,13569.897,0,90519,NA
2013-04-25,44,14097.76898,0,113157,NA
2013-04-25,45,10902.166998,0,91278,NA
2013-04-25,47,11393.177,0,97977,NA
2013-04-25,49,6872.673998,0,55902,NA
2013-04-26,3,14969.081,0,98967,NA
2013-04-26,44,18063.70493,0,127776,NA
2013-04-26,45,14122.338,0,106260,NA
2013-04-26,47,12660.71,0,101277,NA
2013-04-26,49,9951.47803,0,64350,NA
2013-04-27,3,20492.98598,0,111870,NA
2013-04-27,44,28625.561,0,157179,NA
2013-04-27,45,23927.63,0,136158,NA
2013-04-27,47,22133.764,0,143715,NA
2013-04-27,49,13520.029,0,84513,NA
2013-04-28,3,23514.342,0,118932,NA
2013-04-28,44,31505.599,0,158367,NA
2013-04-28,45,29760.22798,0,141537,NA
2013-04-28,47,29355.223,0,161304,NA
2013-04-28,49,15010.453,0,85668,NA
2013-04-29,49,8640.81899,0,52305,TRUE
2013-04-29,47,13216.447,0,100617,TRUE
2013-04-29,45,14812.022,0,102102,TRUE
2013-04-29,3,15297.256,0,91377,TRUE
2013-04-29,44,15882.329,0,112695,TRUE
2013-04-30,3,13879.115,0,94017,NA
2013-04-30,44,16726.380004,0,119856,NA
2013-04-30,45,14728.921,0,106161,NA
2013-04-30,47,13833.34897,0,104973,NA
2013-04-30,49,8771.42199,0,59235,NA
2013-05-01,44,32403.07196,0,166749,TRUE
2013-05-01,47,28966.29302,0,169950,TRUE
2013-05-01,45,28011.752,0,145002,TRUE
2013-05-01,49,16621.989,0,91641,TRUE
2013-05-01,3,22222.21301,0,113025,TRUE
2013-05-02,3,15610.832996,0,92598,NA
2013-05-02,44,16732.446,0,115632,NA
2013-05-02,45,15392.93598,0,100287,NA
2013-05-02,47,14342.475,0,105468,NA
2013-05-02,49,10384.093,0,58476,NA
2013-05-03,3,16108.714,0,100452,NA
2013-05-03,44,20307.881,0,124278,NA
2013-05-03,45,19072.97,0,114477,NA
2013-05-03,47,17221.651,0,118767,NA
2013-05-03,49,11084.36,0,65538,NA
2013-05-04,3,24003.4851,0,122958,NA
2013-05-04,44,32686.795,0,163746,NA
2013-05-04,45,29293.942,0,151767,NA
2013-05-04,47,23251.72898,0,155925,NA
2013-05-04,49,15083.877995,0,88044,NA
2013-05-05,3,24043.93699,0,117810,NA
2013-05-05,44,35122.784,0,165693,NA
2013-05-05,45,32010.69598,0,149787,NA
2013-05-05,47,32893.53402,0,168036,NA
2013-05-05,49,16375.172,0,91245,NA
2013-05-06,3,15881.762,0,94149,NA
